village_officer_domain,village_officer_domain_no,house_address,nic,gender,district
Mavadipalli West,43A,227/A,825062,M,ampara
Mavadipalli West,43A,246/B,78047,M,ampara
Pothuvil 01 / Unit 1,P/01,45/A,844083,M,ampara
Pothuvil 01 / Unit 1,P/01,50,908223,F,ampara
Pothuvil 01 / Unit 1,P/01,51,856387,M,ampara
Pothuvil 01 / Unit 1,P/01,72/A,220907,F,ampara
Pothuvil 01 / Unit 1,P/01,125/1,716150,M,ampara
Pothuvil 01 / Unit 1,P/01,141,466917,F,ampara
Pothuvil 01/ Unit 2,P/02,34/A,644365,M,ampara
Pothuvil 01/ Unit 2,P/02,43/A,899338,F,ampara
Pothuvil 01/ Unit 2,P/02,54/C,711952,F,ampara
Pothuvil 01/ Unit 2,P/02,65,677315,M,ampara
Pothuvil 01/ Unit 2,P/02,81,924357,F,ampara
Pothuvil 01/ Unit 2,P/02,90,580510,M,ampara
Pothuvil 01/ Unit 2,P/02,109,406670,M,ampara
Pothuvil 01/ Unit 2,P/02,110/A,749467,M,ampara
Pothuvil 01/ Unit 2,P/02,117/A,680017,M,ampara
Pothuvil 01/ Unit 2,P/02,131,697359,F,ampara
Pothuvil 01/ Unit 2,P/02,135,40725,F,ampara
Pothuvil 01/ Unit 2,P/02,150,32494,M,ampara
Pothuvil 01/ Unit 2,P/02,167/A,432192,M,ampara
Pothuvil 01/ Unit 2,P/02,205,173979,F,ampara
Pothuvil 01/ Unit 2,P/02,233/A,571756,F,ampara
Pothuvil 01/ Unit 2,P/02,239/A,830475,M,ampara
pothuvil 01/ Unit 3,P/03,5/A,812006,M,ampara
pothuvil 01/ Unit 3,P/03,44,336178,M,ampara
pothuvil 01/ Unit 3,P/03,51,256340,M,ampara
pothuvil 01/ Unit 3,P/03,64,852117,M,ampara
pothuvil 01/ Unit 3,P/03,69/1,106830,M,ampara
pothuvil 01/ Unit 3,P/03,110,249992,M,ampara
pothuvil 01/ Unit 3,P/03,133/E,813661,M,ampara
pothuvil 01/ Unit 3,P/03,151/3,73297,F,ampara
pothuvil 01/ Unit 3,P/03,164,915003,M,ampara
Jalaldeen Square,P/04,28/A,23264,M,ampara
Jalaldeen Square,P/04,50/A,633134,M,ampara
Jalaldeen Square,P/04,53/3,23954,F,ampara
Jalaldeen Square,P/04,139,335895,F,ampara
SarvodayapuraF,P/05,38/2,295954,M,ampara
SarvodayapuraF,P/05,62,333395,M,ampara
SarvodayapuraF,P/05,87/1,143807,F,ampara
SarvodayapuraF,P/05,90/1,845672,M,ampara
SarvodayapuraF,P/05,104/3,42903,F,ampara
SarvodayapuraF,P/05,105/2,82477,M,ampara
SarvodayapuraF,P/05,357,243770,F,ampara
SarvodayapuraF,P/05,366/4,613418,F,ampara
SarvodayapuraF,P/05,460,938776,M,ampara
SarvodayapuraF,P/05,503,897795,M,ampara
Sinna Ullai,P/18,86,394034,F,ampara
Sinna Ullai,P/18,154/1,650703,F,ampara
Sinna Ullai,P/18,166,531228,M,ampara
Sinna Ullai,P/18,228,531641,M,ampara
Sinna Ullai,P/18,287,416754,M,ampara
Sinna Ullai,P/18,386,128027,M,ampara
SarvodayapuraF,P/05,20/1,824411,M,ampara
SarvodayapuraF,P/05,64,49248,M,ampara
SarvodayapuraF,P/05,81,190823,M,ampara
SarvodayapuraF,P/05,93,272664,F,ampara
Pasarichchenai,P/20,1-Mar,537165,M,ampara
Pasarichchenai,P/20,13,721207,M,ampara
Pasarichchenai,P/20,22,766194,F,ampara
Pasarichchenai,P/20,85,883893,M,ampara
Pasarichchenai,P/20,116,834961,F,ampara
Pasarichchenai,P/20,163/2,145882,M,ampara
Pasarichchenai,P/20,263/1,342841,M,ampara
Pasarichchenai,P/20,347,793358,F,ampara
Pasarichchenai,P/20,362,242974,F,ampara
Pasarichchenai,P/20,369,148385,F,ampara
Sinna Puthukkudiyiruppu,P/06,2-Jan,348698,F,ampara
Sinna Puthukkudiyiruppu,P/06,28,259866,F,ampara
Sinna Puthukkudiyiruppu,P/06,147,721760,F,ampara
Sinna Puthukkudiyiruppu,P/06,152/2,847182,F,ampara
Sinna Puthukkudiyiruppu,P/06,159/2,798803,F,ampara
Sinna Puthukkudiyiruppu,P/06,163/2,40629,M,ampara
Sinna Puthukkudiyiruppu,P/06,164/1,237445,F,ampara
Sinna Puthukkudiyiruppu,P/06,181,245847,F,ampara
Sinna Puthukkudiyiruppu,P/06,186,846295,F,ampara
Sinna Puthukkudiyiruppu,P/06,204/1,49649,M,ampara
Sinna Puthukkudiyiruppu,P/06,203/1,988023,F,ampara
Sinna Puthukkudiyiruppu,P/06,234,950929,M,ampara
Sinna Puthukkudiyiruppu,P/06,251/4,413449,M,ampara
Sinna Puthukkudiyiruppu,P/06,257/1,821962,F,ampara
Sinna Puthukkudiyiruppu,P/06,273/1,475313,M,ampara
Sinna Puthukkudiyiruppu,P/06,302/1,83381,M,ampara
Sinna Puthukkudiyiruppu,P/06,316,260179,F,ampara
Sinna Puthukkudiyiruppu,P/06,324/A,879637,F,ampara
Sinna Puthukkudiyiruppu,P/06,326/3,252964,M,ampara
Sinna Puthukkudiyiruppu,P/06,360/1,239641,M,ampara
Pothuvil 02 / Unit 2,P/07,87,796063,M,ampara
Pothuvil 02 / Unit 2,P/07,88/B,952688,F,ampara
Pothuvil 02 / Unit 2,P/07,93,20950,M,ampara
Pothuvil 02 / Unit 2,P/07,103/D,453903,F,ampara
Pothuvil 02 / Unit 2,P/07,157/D,406133,F,ampara
Pothuvil 02 / Unit 2,P/07,218,663880,M,ampara
Pothuvil 08 / Unit 2,P/08,105,290653,F,ampara
Pothuvil 08 / Unit 2,P/08,182,542273,F,ampara
HidayapuraF 1,P/20,1-Jul,858997,M,ampara
HidayapuraF 1,P/20,54/B,320752,M,ampara
HidayapuraF 1,P/20,117,132820,M,ampara
HidayapuraF 1,P/20,138/B,807161,F,ampara
HidayapuraF 1,P/20,130/B,868690,F,ampara
HidayapuraF 1,P/20,157/A,523939,M,ampara
HidayapuraF 1,P/20,166/1,570396,F,ampara
HidayapuraF 1,P/20,178/3,572560,F,ampara
HidayapuraF 1,P/20,203,985598,F,ampara
HidayapuraF 1,P/20,220/A,679854,F,ampara
HidayapuraF 1,P/20,263/1,57710,M,ampara
HidayapuraF 2,P/21,46/3,683602,F,ampara
HidayapuraF 2,P/21,56,161474,F,ampara
HidayapuraF 2,P/21,138/1,410862,F,ampara
HidayapuraF 2,P/21,185,436491,M,ampara
HidayapuraF 2,P/21,203/1,37932,M,ampara
HidayapuraF 2,P/21,218,497052,M,ampara
HidayapuraF 2,P/21,225/2,444611,M,ampara
HidayapuraF 2,P/21,234/1,204655,F,ampara
HidayapuraF 2,P/21,255,96988,F,ampara
HidayapuraF 2,P/21,277/1,4586,F,ampara
HidayapuraF 2,P/21,301,829625,F,ampara
HidayapuraF 2,P/21,307,240178,M,ampara
Rasak Moulana Nagar,P/27,2/A,177821,M,ampara
Rasak Moulana Nagar,P/27,25/B,241422,M,ampara
Rasak Moulana Nagar,P/27,67/E,397896,F,ampara
Rasak Moulana Nagar,P/27,100,201105,F,ampara
Rasak Moulana Nagar,P/27,100/B,915177,F,ampara
Rasak Moulana Nagar,P/27,117/1,774026,M,ampara
Rasak Moulana Nagar,P/27,154/B,912363,M,ampara
Rasak Moulana Nagar,P/27,165,190621,M,ampara
Rasak Moulana Nagar,P/27,174/A,708064,M,ampara
Rasak Moulana Nagar,P/27,180,214525,M,ampara
Rasak Moulana Nagar,P/27,189/B,931828,F,ampara
Rasak Moulana Nagar,P/27,204/B,505537,M,ampara
Rasak Moulana Nagar,P/27,208/C,822575,M,ampara
Rasak Moulana Nagar,P/27,223/1,50844,M,ampara
Rasak Moulana Nagar,P/27,230/A,73203,F,ampara
Rasak Moulana Nagar,P/27,279,945783,F,ampara
Rasak Moulana Nagar,P/27,286,585465,M,ampara
Rasak Moulana Nagar,P/27,313/A,988031,M,ampara
Rasak Moulana Nagar,P/27,337/1,170103,F,ampara
Rasak Moulana Nagar,P/27,354/A,287172,M,ampara
Rasak Moulana Nagar,P/27,402,678717,M,ampara
Rasak Moulana Nagar,P/27,408/C,479214,M,ampara
Hijra Nagar,P/26,42/1,511622,F,ampara
Hijra Nagar,P/26,50/43,133815,M,ampara
Hijra Nagar,P/26,50/46,655194,M,ampara
Hijra Nagar,P/26,103,262561,M,ampara
Hijra Nagar,P/26,121/4,350479,F,ampara
Hijra Nagar,P/26,135,699259,M,ampara
Hijra Nagar,P/26,175,464644,F,ampara
Hijra Nagar,P/26,289/G,891769,M,ampara
Sangaman Kandy,P/22,15,36302,M,ampara
Sangaman Kandy,P/22,38,251265,M,ampara
Sangaman Kandy,P/22,61/A,692398,F,ampara
Sangaman Kandy,P/22,116,326388,M,ampara
Sangaman Kandy,P/22,208/A,849016,F,ampara
Sangaman Kandy,P/22,204,196743,M,ampara
Sangaman Kandy,P/22,250,397953,M,ampara
Komarie 01,P/23,12,306229,F,ampara
Komarie 01,P/23,26,110244,F,ampara
Komarie 01,P/23,86,923092,M,ampara
Komarie 01,P/23,202/A,156307,M,ampara
Komarie 01,P/23,208,251455,F,ampara
Komarie 01,P/23,215/1,601378,F,ampara
Komarie 01,P/23,230/A,765563,M,ampara
Pothuvil Town,P/12,20,509887,M,ampara
Pothuvil Town,P/12,72/B,859364,F,ampara
Pothuvil Town,P/12,74,542177,M,ampara
Pothuvil Town,P/12,78,995556,M,ampara
Pothuvil Town,P/12,81,934946,F,ampara
Vaddively,P/11,75,528428,M,ampara
Vaddively,P/11,144,341697,F,ampara
Vaddively,P/11,149/1,276998,M,ampara
Kundumadu,P/09,32/B,207932,M,ampara
Kundumadu,P/09,54,80662,M,ampara
Kundumadu,P/09,62,180694,M,ampara
Kundumadu,P/09,131,205650,F,ampara
Kundumadu,P/09,213/B,28092,M,ampara
Kundumadu,P/09,220,362971,M,ampara
Kundumadu,P/09,256,608266,F,ampara
Kundumadu,P/09,267/A,216166,F,ampara
Kundumadu,P/09,286/A,524687,M,ampara
Victor Estate 1,P/16,6,913192,M,ampara
Victor Estate 1,P/16,18/A,438622,M,ampara
Victor Estate 1,P/16,20/A,213767,F,ampara
Victor Estate 1,P/16,24,760993,F,ampara
Victor Estate 1,P/16,51/C,566426,M,ampara
Victor Estate 1,P/16,87/A,137205,M,ampara
Victor Estate 1,P/16,111/D,428552,M,ampara
Victor Estate 1,P/16,115/6,128733,M,ampara
Victor Estate 1,P/16,116/D,536400,F,ampara
Victor Estate 1,P/16,140,789358,F,ampara
Victor Estate 1,P/16,164/A,568478,M,ampara
Victor Estate 1,P/16,166,160478,M,ampara
Pakkiyawatta 1,P/13,4,212537,M,ampara
Pakkiyawatta 1,P/13,38,79294,F,ampara
Pakkiyawatta 1,P/13,49/A,150777,F,ampara
Pakkiyawatta 1,P/13,152/C,606366,F,ampara
Pakkiyawatta 2,P/14,38,60742,M,ampara
Pakkiyawatta 2,P/14,66,133961,M,ampara
Pakkiyawatta 2,P/14,83/1,894098,F,ampara
Pakkiyawatta 2,P/14,89/B,780973,M,ampara
Victor Estate 2,P/17,74,572216,M,ampara
Victor Estate 2,P/17,91/1,928528,F,ampara
Victor Estate 2,P/17,153,111750,F,ampara
Victor Estate 2,P/17,158/2,171507,F,ampara
Victor Estate 2,P/17,168,852330,M,ampara
Victor Estate 2,P/17,169/2,612495,M,ampara
Victor Estate 2,P/17,80/2,799923,F,ampara
Victor Estate 2,P/17,215/3,216240,M,ampara
Victor Estate 2,P/17,245/1,898446,M,ampara
Victor Estate 2,P/17,581/1,230587,M,ampara
Victor Estate 2,P/17,588,594702,M,ampara
Victor Estate 2,P/17,614,731536,M,ampara
Kalappukaddu,P/15,413,887912,F,ampara
Kalappukaddu,P/15,418,313076,F,ampara
Kalappukaddu,P/15,439,468093,M,ampara
Kalappukaddu,P/15,492/B,153890,M,ampara
Kalappukaddu,P/15,494/3,652968,M,ampara
Kalappukaddu,P/15,502/1,338508,F,ampara
Kalappukaddu,P/15,539,731114,M,ampara
Kalappukaddu,P/15,540/1,744305,M,ampara
Kalappukaddu,P/15,660,505508,F,ampara
Kalappukaddu,P/15,674/B,699803,M,ampara
Kalappukaddu,P/15,724,625106,M,ampara
Kalappukaddu,P/15,739,381364,M,ampara
Kalappukaddu,P/15,5,347755,M,ampara
Kalappukaddu,P/15,47,662804,F,ampara
Kalappukaddu,P/15,51,981443,M,ampara
Kalappukaddu,P/15,59/B,97465,M,ampara
Kalappukaddu,P/15,64/1,311078,F,ampara
Kalappukaddu,P/15,76,994542,M,ampara
Kalappukaddu,P/15,79,339765,F,ampara
Kalappukaddu,P/15,81/1,210375,F,ampara
Kalappukaddu,P/15,88,917085,M,ampara
Kalappukaddu,P/15,114,164170,F,ampara
Kalappukaddu,P/15,162/A,946105,M,ampara
Kalappukaddu,P/15,202,358831,F,ampara
Kalappukaddu,P/15,235/1,577173,M,ampara
Kalappukaddu,P/15,241,217898,M,ampara
Kalappukaddu,P/15,335,509196,F,ampara
Kalappukaddu,P/15,344,312792,F,ampara
Kalappukaddu,P/15,356,115624,M,ampara
VinayagapuraF 2,TK/10A/1,15,846758,M,ampara
VinayagapuraF 2,TK/10A/1,163,356726,M,ampara
VinayagapuraF 2,TK/10A/1,205/1,452127,F,ampara
VinayagapuraF 2,TK/10A/1,201,125821,M,ampara
VinayagapuraF 2,TK/10A/1,253,861201,M,ampara
VinayagapuraF 2,TK/10A/1,283,747138,M,ampara
VinayagapuraF 2,TK/10A/1,383/A,26802,F,ampara
VinayagapuraF 2,TK/10A/1,359,353848,F,ampara
VinayagapuraF 3,TK/10A/2,42/C,874444,F,ampara
VinayagapuraF 3,TK/10A/2,49,856281,M,ampara
VinayagapuraF 3,TK/10A/2,82,676594,M,ampara
VinayagapuraF 3,TK/10A/2,101,198209,M,ampara
VinayagapuraF 3,TK/10A/2,102,186875,M,ampara
VinayagapuraF 3,TK/10A/2,132/D,180287,F,ampara
VinayagapuraF 3,TK/10A/2,144/2,239364,F,ampara
VinayagapuraF 3,TK/10A/2,159/B,340054,F,ampara
VinayagapuraF 3,TK/10A/2,167,114567,F,ampara
VinayagapuraF 3,TK/10A/2,210/1,389400,F,ampara
VinayagapuraF 3,TK/10A/2,210/B,196946,M,ampara
VinayagapuraF 3,TK/10A/2,224/B,255588,M,ampara
VinayagapuraF 3,TK/10A/2,252/A,366006,M,ampara
VinayagapuraF 3,TK/10A/2,260,853283,F,ampara
VinayagapuraF 3,TK/10A/2,280/B,439946,M,ampara
VinayagapuraF 3,TK/10A/2,387/E,769152,M,ampara
VinayagapuraF 3,TK/10A/2,353,574289,F,ampara
VinayagapuraF 3,TK/10A/2,368/1,322805,F,ampara
VinayagapuraF 3,TK/10A/2,389/A,247201,M,ampara
VinayagapuraF 3,TK/10A/2,404,820371,M,ampara
VinayagapuraF 3,TK/10A/2,468,620423,M,ampara
VinayagapuraF 1,TK/10A,26,478647,M,ampara
VinayagapuraF 1,TK/10A,72,272143,M,ampara
VinayagapuraF 1,TK/10A,120,281166,M,ampara
VinayagapuraF 1,TK/10A,144,529368,M,ampara
VinayagapuraF 1,TK/10A,233,782592,M,ampara
VinayagapuraF 1,TK/10A,234/D,776135,M,ampara
VinayagapuraF 1,TK/10A,235/C,477060,F,ampara
VinayagapuraF 4,TK/10A/3,216,162810,M,ampara
VinayagapuraF 4,TK/10A/3,232/A,576083,M,ampara
VinayagapuraF 4,TK/10A/3,242/A,614094,F,ampara
VinayagapuraF 4,TK/10A/3,263,312119,M,ampara
VinayagapuraF 4,TK/10A/3,283,27029,M,ampara
VinayagapuraF 4,TK/10A/3,344,166403,M,ampara
VinayagapuraF 4,TK/10A/3,360,519060,M,ampara
VinayagapuraF 4,TK/10A/3,369,701174,M,ampara
VinayagapuraF 4,TK/10A/3,400,236724,M,ampara
VinayagapuraF 4,TK/10A/3,415,11174,M,ampara
VinayagapuraF 4,TK/10A/3,539,277122,M,ampara
SangamangramaF,TK/10D,6,238700,M,ampara
SangamangramaF,TK/10D,47,737724,F,ampara
SangamangramaF,TK/10D,72,467741,F,ampara
SangamangramaF,TK/10D,284,413274,M,ampara
SangamangramaF,TK/10D,503,931098,F,ampara
SangamangramaF,TK/10D,504,499995,F,ampara
SangamangramaF,TK/10D,594,532575,F,ampara
SangamangramaF,TK/10D,690,631375,M,ampara
Thandiyadi,TK/10C,31,741411,M,ampara
Thandiyadi,TK/10C,169,298005,M,ampara
Thandiyadi,TK/10C,22,452524,M,ampara
ThangavelayudapuraF,TK/10E,408,790114,F,ampara
ThangavelayudapuraF,TK/10E,417,45087,F,ampara
ThangavelayudapuraF,TK/10E,441,794869,M,ampara
Thirukkovil 1,TK/10,38,680646,M,ampara
Thirukkovil 1,TK/10,233,47485,M,ampara
Thirukkovil 1,TK/10,309/1,328741,F,ampara
Thirukkovil 1,TK/10,483,681097,M,ampara
Thirukkovil 1,TK/10,485,409452,F,ampara
Thirukkovil 1,TK/10,643,339015,M,ampara
Thirukkovil 1,TK/10,653,535766,F,ampara
Thirukkovil 1,TK/10,796,199354,M,ampara
Thirukkovil 1,TK/10,818/1,701326,M,ampara
Thirukkovil 2,TK/10/1,43,837792,M,ampara
Thirukkovil 2,TK/10/1,107/1,707249,M,ampara
Thirukkovil 2,TK/10/1,256/1,314533,F,ampara
Thirukkovil 2,TK/10/1,420/2,609708,F,ampara
Thirukkovil 2,TK/10/1,580/2,231747,M,ampara
Thirukkovil 2,TK/10/1,580/3,513672,M,ampara
Thirukkovil 2,TK/10/1,605,201450,M,ampara
Thirukkovil 3,TK/10/2,33/D,450914,M,ampara
Thirukkovil 3,TK/10/2,36/A,184713,F,ampara
Thirukkovil 3,TK/10/2,187,573432,M,ampara
Thirukkovil 3,TK/10/2,1-Sep,374097,M,ampara
Thirukkovil 3,TK/10/2,144,884542,M,ampara
Thirukkovil 4,TK/10E/1,6/A,1126,M,ampara
Thirukkovil 4,TK/10E/1,12,963715,F,ampara
Thirukkovil 4,TK/10E/1,22/1,939347,M,ampara
Thirukkovil 4,TK/10E/1,23/A,398958,M,ampara
Thirukkovil 4,TK/10E/1,47/A,47193,F,ampara
Thirukkovil 4,TK/10E/1,47/A/3,589761,M,ampara
Thirukkovil 4,TK/10E/1,64/A/2/A,842682,M,ampara
Thirukkovil 4,TK/10E/1,60/A,451451,M,ampara
Thirukkovil 4,TK/10E/1,73/1,697092,M,ampara
Thirukkovil 4,TK/10E/1,113/C,974103,F,ampara
Thirukkovil 4,TK/10E/1,117/A,559859,F,ampara
Thirukkovil 4,TK/10E/1,181/A/2,995775,M,ampara
Thirukkovil 4,TK/10E/1,201/A,506273,M,ampara
Thirukkovil 4,TK/10E/1,201,417865,M,ampara
Thirukkovil 4,TK/10E/1,215/C/1,338967,F,ampara
Thirukkovil 4,TK/10E/1,238,368722,F,ampara
Thirukkovil 4,TK/10E/1,232,383525,M,ampara
Thirukkovil 4,TK/10E/1,236,353539,F,ampara
Thirukkovil 4,TK/10E/1,236/1/A,211542,M,ampara
Thirukkovil 4,TK/10E/1,236/4,857940,F,ampara
Thirukkovil 4,TK/10E/1,237/2,517733,F,ampara
Thirukkovil 4,TK/10E/1,256/A/1,823262,M,ampara
Thirukkovil 4,TK/10E/1,261/1,992776,F,ampara
Thirukkovil 4,TK/10E/1,325,242317,F,ampara
Thirukkovil 4,TK/10E/1,380,175808,F,ampara
Thirukkovil 4,TK/10E/1,393,68779,F,ampara
Thirukkovil 4,TK/10E/1,432,378151,F,ampara
Thirukkovil 4,TK/10E/1,437,386653,F,ampara
Thirukkovil 4,TK/10E/1,452,568925,M,ampara
Thirukkovil 4,TK/10E/1,461,220802,M,ampara
Thirukkovil 4,TK/10E/1,522,216911,M,ampara
Thirukkovil 4,TK/10E/1,543,959920,M,ampara
Thirukkovil 4,TK/10E/1,550,359022,F,ampara
Thirukkovil 4,TK/10E/1,5,665358,M,ampara
Thirukkovil 4,TK/10E/1,1-Jul,468340,M,ampara
Thirukkovil 4,TK/10E/1,51,647843,F,ampara
Thirukkovil 4,TK/10E/1,75,845286,M,ampara
Thirukkovil 4,TK/10E/1,168,833302,M,ampara
Thirukkovil 4,TK/10E/1,210,366959,F,ampara
Thirukkovil 4,TK/10E/1,231,573139,M,ampara
Thirukkovil 4,TK/10E/1,265,873628,M,ampara
Thirukkovil 4,TK/10E/1,282,398320,M,ampara
Thirukkovil 4,TK/10E/1,314,53557,M,ampara
Thirukkovil 4,TK/10E/1,320,967383,M,ampara
Thirukkovil 4,TK/10E/1,345,856439,M,ampara
Thirukkovil 4,TK/10E/1,351,66613,F,ampara
Thirukkovil 4,TK/10E/1,425,343557,M,ampara
Kanchikudicharu,TK/10B,127,846160,M,ampara
Kanchirankuda,TK/10D/1,13,906927,M,ampara
Kanchirankuda,TK/10D/1,45/2,752336,M,ampara
Kanchirankuda,TK/10D/1,38,817812,M,ampara
ThaFbiluvil 2 East,TK/11A,39,292906,M,ampara
ThaFbiluvil 2 East,TK/11A,54/A,728116,M,ampara
ThaFbiluvil 2 East,TK/11A,74,888393,M,ampara
ThaFbiluvil 2 East,TK/11A,266/A,565637,M,ampara
ThaFbiluvil 2 East,TK/11A,284,468515,M,ampara
ThaFbiluvil 2 East,TK/11A,389,799759,M,ampara
ThaFbiluvil 2 East,TK/11A,331/A,438213,F,ampara
ThaFbiluvil 2 East,TK/11A,375,272044,M,ampara
ThaFbiluvil 2 East,TK/11A,379/A,385022,F,ampara
ThaFbiluvil 2 East,TK/11A,404,847736,F,ampara
ThaFbiluvil 2 East,TK/11A,409,344414,M,ampara
ThaFbiluvil 2 West,TK/11B,175,838455,M,ampara
ThaFbiluvil 2 West,TK/11B,217,819769,F,ampara
ThaFbiluvil 2 West,TK/11B,217,10578,M,ampara
ThaFbiluvil 2 West,TK/11B,273/A,149948,M,ampara
SangamaF,TK/11C,37,729774,M,ampara
SangamaF,TK/11C,63/A,629849,F,ampara
SangamaF,TK/11C,63/A,466894,M,ampara
SangamaF,TK/11C,83/A,375872,F,ampara
SangamaF,TK/11C,83/A,85767,M,ampara
SangamaF,TK/11C,184,918312,M,ampara
SangamaF,TK/11C,226/A,895442,F,ampara
SangamaF,TK/11C,272,193819,F,ampara
SangamaF,TK/11C,389,161905,F,ampara
ThaFbiluvil 2 North,TK/11,63/A,791010,F,ampara
ThaFbiluvil 2 North,TK/11,75,378734,F,ampara
ThaFbiluvil 2 North,TK/11,75,629199,M,ampara
ThaFbiluvil 2 North,TK/11,108,451436,M,ampara
ThaFbiluvil 2 North,TK/11,138,432230,F,ampara
ThaFbiluvil 2 North,TK/11,147/A,591497,F,ampara
ThaFbiluvil 2 North,TK/11,221,196587,F,ampara
ThaFbiluvil 2 North,TK/11,283,641761,M,ampara
ThaFbiluvil 2 North,TK/11,402,177825,M,ampara
ThaFbiluvil 2 North,TK/11,406,459283,M,ampara
ThaFbiluvil 1 South,TK/12B,40,127522,M,ampara
ThaFbiluvil 1 South,TK/12B,179/A,928240,F,ampara
ThaFbiluvil 1 South,TK/12B,181,819253,M,ampara
ThaFbiluvil 1 South,TK/12B,204,183822,F,ampara
ThaFbiluvil 1 South,TK/12B,324,866669,M,ampara
ThaFbiluvil 1 South,TK/12B,383,275611,M,ampara
ThaFbiluvil 1 South,TK/12B,412,212615,M,ampara
ThaFbiluvil 1 South,TK/12B,415,987884,M,ampara
ThaFbiluvil 1 West,TK/12,5,215387,F,ampara
ThaFbiluvil 1 West,TK/12,12,662234,M,ampara
ThaFbiluvil 1 West,TK/12,38/A,97971,F,ampara
ThaFbiluvil 1 West,TK/12,53/A,406112,F,ampara
ThaFbiluvil 1 West,TK/12,104/1,353398,F,ampara
ThaFbiluvil 1 West,TK/12,110,184765,M,ampara
ThaFbiluvil 1 West,TK/12,145,331440,M,ampara
ThaFbiluvil 1 West,TK/12,164/1,247383,F,ampara
ThaFbiluvil 1 West,TK/12,220,931734,F,ampara
ThaFbiluvil 1 West,TK/12,220,907062,F,ampara
ThaFbiluvil 1 West,TK/12,250,59479,M,ampara
ThaFbiluvil 1 West,TK/12,321,931247,F,ampara
ThaFbiluvil 1 West,TK/12,607,127319,F,ampara
ThaFbiluvil 1 East,TK/12C,2,102520,M,ampara
ThaFbiluvil 1 East,TK/12C,25/A,204529,F,ampara
ThaFbiluvil 1 East,TK/12C,32,355264,F,ampara
ThaFbiluvil 1 East,TK/12C,121,148813,M,ampara
ThaFbiluvil 1 East,TK/12C,221,380008,M,ampara
ThaFbiluvil 1 East,TK/12C,232,397766,M,ampara
ThaFbiluvil 1 East,TK/12C,256,834526,M,ampara
ThaFbiluvil 1 East,TK/12C,320,40116,F,ampara
ThaFbiluvil 1 East,TK/12C,322,577502,F,ampara
ThaFbiluvil 1 East,TK/12C,25,62234,M,ampara
ThaFbiluvil 1 East,TK/12C,27,913954,F,ampara
ThaFbiluvil 1 East,TK/12C,202/A,664395,F,ampara
ThaFbiluvil 1 East,TK/12C,201,552510,M,ampara
ThaFbiluvil 1 East,TK/12C,207,465464,M,ampara
ThaFbiluvil 1 East,TK/12C,269,675554,F,ampara
ThaFbiluvil 1 East,TK/12C,314,723310,M,ampara
ThaFbiluvil 1 East,TK/12C,316,564539,F,ampara
ThaFbiluvil 1,TK/12A,71/B,442585,F,ampara
ThaFbiluvil 1,TK/12A,114,69575,M,ampara
ThaFbiluvil 1,TK/12A,116,672598,F,ampara
ThaFbiluvil 1,TK/12A,124,787913,F,ampara
ThaFbiluvil 1,TK/12A,126,10310,M,ampara
ThaFbiluvil 1,TK/12A,131,560017,M,ampara
ThaFbiluvil 2,TK/12A/1,21,233236,F,ampara
ThaFbiluvil 2,TK/12A/1,40/A,775319,F,ampara
ThaFbiluvil 2,TK/12A/1,53,821636,F,ampara
ThaFbiluvil 2,TK/12A/1,80,396568,M,ampara
ThaFbiluvil 2,TK/12A/1,122,394466,F,ampara
ThaFbiluvil 2,TK/12A/1,135,687298,M,ampara
Panankadu,AP/13,51,750326,F,ampara
Panankadu,AP/13,60/A,912534,F,ampara
Panankadu,AP/13,114/C,250660,F,ampara
Panankadu,AP/13,126,793768,F,ampara
Panankadu,AP/13,155,988848,F,ampara
Panankadu,AP/13,162/A,556638,F,ampara
Panankadu,AP/13,205/C,725098,F,ampara
Panankadu,AP/13,208,490154,M,ampara
Panankadu,AP/13,228,171442,M,ampara
Panankadu,AP/13,258,494028,M,ampara
Panankadu,AP/13,289,459326,M,ampara
Panankadu,AP/13,388,505777,M,ampara
Panankadu,AP/13,305/B,115679,M,ampara
Sinna Panankadu,AV/20,57,354701,F,ampara
Sinna Panankadu,AV/20,106/C/1,519910,M,ampara
Sinna Panankadu,AV/20,130,34838,M,ampara
Sinna Panankadu,AV/20,135,589733,M,ampara
Sinna Panankadu,AV/20,169/1,322933,F,ampara
Sinna Panankadu,AV/20,183/1,521313,M,ampara
Sinna Panankadu,AV/20,415,514571,F,ampara
KannahikiramaF 01,AV/20,53/B,35045,M,ampara
KannahikiramaF 01,AV/20,72,235273,F,ampara
KannahikiramaF 01,AV/20,154,478281,M,ampara
KannahikiramaF 01,AV/20,158,770108,M,ampara
KannahikiramaF 02,AV/21,2,719091,F,ampara
KannahikiramaF 02,AV/21,11/A,524248,M,ampara
KannahikiramaF 02,AV/21,20/A,953729,F,ampara
KannahikiramaF 02,AV/21,36/B,327436,F,ampara
KannahikiramaF 02,AV/21,82/B,19427,M,ampara
KannahikiramaF 02,AV/21,88/F,435284,F,ampara
KannahikiramaF 02,AV/21,134,178862,M,ampara
KannahikiramaF 02,AV/21,173/A,818815,M,ampara
KannahikiramaF 02,AV/21,203,982577,M,ampara
AligaFbai,AV/22,33/A,253186,M,ampara
AligaFbai,AV/22,54/A,654634,M,ampara
AligaFbai,AV/22,109/B,22127,F,ampara
AligaFbai,AV/22,122,463914,F,ampara
